Topic ID: D1410_TRAIN | Citance Number: 10 | Citation Text: abundant solid cervical mir-24 up-regulated mirnas cancer cancers | Reference Offset: [457-696', 5101-5216', 5602-5791'] | Reference Text: species mirna sequencing mirnas abundant rna mir-21 library mir-24 small caski subset lesions demonstrate cervical significantly mirnas cancers total clones species mirna mirnas cloned abundant mir-21 mir-24 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1405_TRAIN | Citance Number: 6 | Citation Text: patterns basis set differentiated differentiation embryonic stages investigated stem bodies types carcinoma | Reference Offset: [7865-8091', 590-800', 7655-7863'] | Reference Text: total set differentiated affymetrix embryonic adult derivatives variety samples biological stem oct4 essential lineage differentiation state embryonic factor adult implicated mediator stem homeodomain cancer transcription basis 45 form set murine samples selected stem part stembase | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1414_EVAL | Citance Number: 10 | Citation Text: her2+ progression tumors patients inverse fail and/or primary grade correlate clinical aggressive subtypes association markers metastasis persisted tumor molecular basal-like breast independent stratify prognostic mir-31 largely subtype cancer 50 | Reference Offset: [33966-34095', 36183-36383', 36570-36839'] | Reference Text: independent association mir-31 subtype metastasis grade persisted tumor low molecular association metastatic tumors tumor appears breast independent mir-31 subtype grade correlate her2+ profiling revealed tumors disease breast basal-like reduced mir-31 correlate reduction clinical aggressive | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1411_TRAIN | Citance Number: 14 | Citation Text: mir-223 progenitors regulator granulocyte granulopoiesis negative required | Reference Offset: [1371-1574', 6034-6162', 21910-22128'] | Reference Text: mir-223 nfi-a crucial pathway lineage plays granulopoiesis molecular mediating point repression point findings mir-223 nfi-a crucial circuitry granulopoiesis molecular site mir-223 obtained presence wild-type target negative reduction luciferase mutated substrate | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1417_TRAIN | Citance Number: 13 | Citation Text: result amino mutations guanine gtp-bound nucleotide hydrolysis substitutions 13 ras conformation defective 12 acid oncogenic active 61 | Reference Offset: [15684-15846', 44204-44313', 1135-1281'] | Reference Text: arginine position mutations block finger 13 ras 12 oncogenic 61 presence mutations oncogenic hydrolysis gtp ras inactive cycle typically gtp-bound active conformation small kda size | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1419_EVAL | Citance Number: 6 | Citation Text: synchronized g1 rs due phase phosphorylation | Reference Offset: [16295-16466', 3316-3426', 4882-5030'] | Reference Text: transiently cycle events late state phase phosphorylation early rb residues serine predominantly phosphorylation threonine occurs measured stability phosphorylation vivo rb | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1426_EVAL | Citance Number: 13 | Citation Text: member chemokine fractalkine family endothelial sole produced cx3c | Reference Offset: [36133-36310', 609-757', 921-1181'] | Reference Text: biological chemokine collectively effector domain cx3cr1 chemokines sole migration chemokine transmembrane fractalkine leukocytes stalk mucin domain adhesion molecule induces termed migration chemokine support induce occurs requires signaling receptor stalk mucin domain molecules cx3cr1 adhesion | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1419_TRAIN | Citance Number: 18 | Citation Text: jude biological dataset leukemia st childhood research hospital database | Reference Offset: [41729-41866', 45703-45850', 40834-41074'] | Reference Text: total jude patients treated therapy research hospital support research jude patients hospital treatment pediatric molecular outcome database generated leukemia detailed profiles | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1410_TRAIN | Citance Number: 1 | Citation Text: mir-146a cervical detected cancer tissues | Reference Offset: [1338-1652', 13685-13955', 15542-15717'] | Reference Text: normal mirna mir-155 mirnas downregulation tissues mir-126 mir-145 mir-143 upregulation northern mir-146a cervical combination analyses significantly cancer cultures upregulation indicating northern confirmed mir-146a cervical downregulation cancer tissues level mir-146a cervical play increase cancer tissues growth | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1406_TRAIN | Citance Number: 11 | Citation Text: arise nature genetic and/or evidence occurring tumors epigenetic selection | Reference Offset: [43143-43249', 2207-2440', 33930-34308'] | Reference Text: and/or normal evidence tissue tumors tumorigenesis evidence normal steps derivatives malignant transformation process genetic highly lines alterations reflect mouse proliferation apoptosis considerable evidence chronic tumors widespread accumulation malignant apoptotic models concomitant | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1419_EVAL | Citance Number: 15 | Citation Text: cycle thought phosphorylated stages nuclear dephosphorylation prb regulation phosphorylation mechanisms regulators dephosphorylated | Reference Offset: [16866-17014', 5351-5549', 6121-6466'] | Reference Text: sites apparent sds-page regulation suggesting phosphorylated phosphorylation multiple forms rb degradation dephosphorylation phosphate suggested synthesis phosphorylation relative rapid occur rb cellular proliferation lymphocytes state induction phosphorylated investigate rb primary examined phosphorylation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1409_TRAIN | Citance Number: 6 | Citation Text: e2f1 acts ligase thought mdm2 proteolysis ubiquitin critical upstream and/or e2f targets inducing direct pathway suppressor tumor include p53 promote binding inhibitor mechanisms phosphorylation | Reference Offset: [17241-17387', 17634-17841', 20882-21172'] | Reference Text: p53 potent activates suppressor alternative tumor genes regulator mdm2 plays response p53 proapoptotic encoding induced negative inhibitor mouse loss apoptosis tumorigenesis functional tumor indicating lacking rb models activate arf p53 e2f pathways | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1413_TRAIN | Citance Number: 15 | Citation Text: mutations tet2 exclusive genes suppresses recently aml manner idh2 occur idh1 | Reference Offset: [8198-8275', 9199-9487', 9489-9590'] | Reference Text: mutually mutations exclusive aml frequent idh2 idh1 mutations exclusive thought idh2 malignant idh1 mutually patients concurrent aml based patients mutually mutations exclusive aml large idh2 idh1 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1406_TRAIN | Citance Number: 2 | Citation Text: functions metabolism intermediate kinase signaling leading akt molecules survival cancer key growth | Reference Offset: [29718-30048', 6379-6611', 12148-12335'] | Reference Text: extracellular loss suppressor tumor signal ras signals signaling factors akt activated phosphatase survival intracellular pten extracellular transmembrane matrix receptors signals factors signaling molecules components bind growth direct kinase interaction survival ras growth signals | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1422_EVAL | Citance Number: 9 | Citation Text: promyelocytic acute size present 10 discrete 30 pods leukemia malignancy disrupted nucleus | Reference Offset: [1584-1724', 635-792', 3642-3893'] | Reference Text: leukemia proliferative promyelocytic myeloid developing malignancy hematopoietic blocked stage acute acid receptor leukemia fusion acute nuclear leukemia lymphocytic fusion translocations acute leukemias | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1416_TRAIN | Citance Number: 5 | Citation Text: cellular complex actin component swi/snf mammalian recently | Reference Offset: [13941-14213', 1098-1279', 4579-4805'] | Reference Text: complex amino swi/snf baf kda remaining acid signaling component sequence respond mammalian determined subunits direct work complex swi/snf baf signals signaling membrane mammalian regulation chromatin complex observation swi/snf potential molecular atpase mammalian | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_TRAIN | Citance Number: 14 | Citation Text: kras proliferation inhibitors inhibition tumors effects antitumor enhanced enhance signaling inhibiting raf knockdown mek targets | Reference Offset: [48174-48339', 30245-30399', 43174-43426'] | Reference Text: c-raf nsclc proliferation cdk4 inhibitors inhibit effects antitumor mechanisms resulting kinase result limited inhibitors inhibition suggesting display raf kinases series inhibitors nsclcs tumors antitumor showed solid advanced early | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1414_EVAL | Citance Number: 1 | Citation Text: mouse loss metastatic epithelial tumors mice findings surrounding patients order affecting presented metastasis demonstrated tumor metastasize breast models suppression xenograft mir-31 lines cancer suppress growth | Reference Offset: [41387-41753', 5452-5658', 31947-32192'] | Reference Text: experimental murine tumor influences breast models independent findings patients mammary loss-of-function lines multiple cancer major mouse metastatic normal epithelial candidate tumor mirnas 10 mammary lines included tumorigenic established extended breast patients xenograft mir-31 malignancy analyses lines clinical fully cancer | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1413_EVAL | Citance Number: 15 | Citation Text: migration mouse pooled proliferation identify models tumorigenicity phenotypes genetic screens adhesion survival cancer shrna regulators drug | Reference Offset: [1510-1622', 5585-5817', 23450-23587'] | Reference Text: harbor genetic genes differentiation tumors survival alterations multiple growth cellular proliferation mutations activating colon tumors ras transformation stimulation point lung promote survival tissues cellular inhibits tumorigenicity proliferation pitx1 show low | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1416_EVAL | Citance Number: 3 | Citation Text: alteration form nilotinib inhibitors mutation conserved abl dominant structurally dasatinib kinase findings leading imatinib active resistance design | Reference Offset: [1997-2214', 2216-2358', 5520-5666'] | Reference Text: mutations development chronic stage cml effective caused point kinase patients relapse imatinib domain advanced due resistance bcr-abl therapy phase frequently kinase native potency inhibitors higher imatinib-resistant bcr-abl clinical abl substantial mutants kinase tyrosine potent additional inhibitors active bcr-abl imatinib-resistant mutants | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1414_TRAIN | Citance Number: 13 | Citation Text: implicated similarly resistance experimental mechanism inhibitor therapy major abt-737 | Reference Offset: [1912-2006', 15537-15653', 18747-18907'] | Reference Text: expected apoptosis induced bh3 mechanism putative abt-737 caspase point time inhibitor abt-737 mcf-7 mouse rnai hela resistance construct mcl-1 abt-737 targeted | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1420_EVAL | Citance Number: 17 | Citation Text: t-all pattern cases global analyses published 39 | Reference Offset: [11969-12186', 46263-46555', 5563-5761'] | Reference Text: sufficient microarrays analyze t-all patterns test rna global hypothesis 39 samples aberrant cases lyl1 set genes signal 39 tal1 t-all order oncogenes context subset t-all cases strong receptor activated places | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1410_EVAL | Citance Number: 7 | Citation Text: region site structure seed secondary long selection affected rna target determined complementarity silencing accessibility | Reference Offset: [35505-35697', 2683-2818', 4029-4240'] | Reference Text: structure recognition change secondary mirna sequence rna dnd1 binding required rna ii rnas long transcribed mirnas process rna target lead mirna stability mirnas alter selection | Discourse Facet: | Run ID: BLLIP 1
